medalist_name,male_archery,female_archery,male_athletics,female_athletics,male_badminton,female_badminton,male_baseball,male_basketball,female_basketball,male_boxing,male_canoeing and kayaking,female_canoeing and kayaking,male_road bicycle racing,female_road bicycle racing,male_track cycling,female_track cycling,male_mountain biking,female_mountain biking,male_bmx,female_bmx,male_diving,female_diving,female_equestrian sport,male_equestrian sport,male_fencing,female_fencing,male_field hockey,female_field hockey,male_association football,female_association football,male_artistic gymnastics,female_artistic gymnastics,female_rhythmic gymnastics,male_trampoline gymnastics,female_trampoline gymnastics,male_handball,female_handball,male_judo,female_judo,male_modern pentathlon,female_modern pentathlon,male_rowing,female_rowing,male_sailing,female_sailing,male_shooting sport,female_shooting sport,female_softball,male_swimming,female_swimming,female_synchronized swimming,male_table tennis,female_table tennis,male_taekwondo,female_taekwondo,male_tennis,female_tennis,male_triathlon,female_triathlon,male_beach volleyball,female_beach volleyball,male_volleyball,female_volleyball,male_water polo,female_water polo,male_weightlifting,female_weightlifting,male_freestyle wrestling,female_freestyle wrestling,male_greco-roman wrestling
Kami Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,
Kanat Islam,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanatbek Begaliev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver
Kang Min-ho,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaori Icho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,
Kara Lawson,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kara Lynn Joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,
Karen Cockburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kari Aalvik Grimsbø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kari Mette Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karin Thürig,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karine Sergerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,
Karoline Dyhre Breivang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katalin Kovács,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Gynther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,
Kate Markgraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kateřina Emmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,
Katherine Grainger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathrin Boron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katie Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,
Katie Smith,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katja Nyberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katrin Wagner-Augustin,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katrine Lunde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keeth Smart,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Hardie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,
Kelly Kretschman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,
Kelly Sotherton,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Wallace,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenenisa Bekele,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenichi Yumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,
Kenny Egan,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keri-Anne Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,
Kerri Walsh Jennings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,
Kerron Clement,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerron Stewart,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerry Wyborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,
Kerstin Garefrekes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerstin Stegemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keston Bledman,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ketleyn Quadros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,
Kevin Jepsen,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khedafi Djelkhir,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khetag Gazyumov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,
Kiel Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Cha-youn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Dong-ju,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Gevaert,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,
Kim Hyun-soo,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Jae-bum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Jung-joo,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Kwang-hyun,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Kyungah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,
Kim Min-jae,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Nam-sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim On-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Rhode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,
Kim Vandenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,
Kim Willoughby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,
Kim Wraae Knudsen,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiril Terziev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,
Kirk Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,
Kirsten van der Kolk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirsty Coventry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,
Kiyofumi Nagai,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kjersti Plätzer,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klete Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,
Ko Young-min,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Bryant,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koki Sakamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konrad Wasielewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosuke Kitajima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,
Kristi Harrower,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristin Armstrong,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristina Cook,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristine Lunde-Borgersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ksenia Sankovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwon Hyuk,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kylie Cronk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,
Kylie Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,
Kyoko Hamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,
Kévin Sireau,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kōhei Uchimura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaShawn Merritt,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lacey Nymeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,
Lara Davenport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,
Larisa Ilchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,
Larsen Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,
Laura Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,
Laura Kraut,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,
Laura Summerton,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lauren Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lauren Jackson,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lauren Lappin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,
Lauren Wenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,
Lautaro Acosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Layne Beaubien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,
Laëtitia Le Corguillé,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leandro Guilheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Chang-hwan,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Chong Wei,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Dae-ho,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Hyo-jung,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Jae-jin,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Jin-young,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Jong-wook,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Kyung-won,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Min-hee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Seung-yuop,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Taek-keun,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Yong-dae,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Yong-kyu,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leevan Sands,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leire Olaberria,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leisel Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,
Leith Brodie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,
Lena Schöneborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonardo Gutiérrez,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonel Suárez,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesya Kalytovska,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leszek Blanik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levi Leipheimer,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leydi Solís,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,
Li Hongli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,
Li Hongxia,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li Jiawei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,
Li Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,
Li Shanshan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li Shuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li Wenquan,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Li Xiaopeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liam Parsons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liam de Young,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liao Hui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,
Libby Trickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,
Lidewij Welten,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliyana Natsir,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lim Su-jeong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,
Lin Dan,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lin Yue,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linda Bresonik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linda Mackenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,
Lindsay Shoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindsay Tarpley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindsey Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,
Linet Masai,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linn-Kristin Riegelhuth Koren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionel Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lioubov Galkina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,
Lisa Leslie,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Oldenhof,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisanne de Roever,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liu Ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,,,,,,,,,,
Liu Yanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,
Liu Zige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,,,,,,,,,,,,,
Lloy Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,,,,
Lobke Berkhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,
